$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	
$0.01	$0.02	$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	$3.00	48.51
$0.02	$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	50
$0.03	$0.06	$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	$9.00	500
$0.04	$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	500
$0.05	$0.10	$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	$15.00	38.46
$0.06	$0.12	$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	166.67
$0.07	$0.14	$0.35	$0.70	$1.40	$3.50	$7.00	$14.00	$21.00	132.45
$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	13.97
$0.12	$0.24	$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	200
$0.14	$0.28	$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	$42.00	666.67
$0.15	$0.30	$0.75	$1.50	$3.00	$7.50	$15.00	$30.00	$45.00	32.79
$0.20	$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	43.49
$0.21	$0.42	$1.05	$2.10	$4.20	$10.50	$21.00	$42.00	$63.00	1,000.00
$0.22	$0.44	$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	1,000.00
$0.24	$0.48	$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	$72.00	666.67
$0.25	$0.50	$1.25	$2.50	$5.00	$12.50	$25.00	$50.00	$75.00	147.06
$0.26	$0.52	$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	$78.00	1,000.00
$0.27	$0.54	$1.35	$2.70	$5.40	$13.50	$27.00	$54.00	$81.00	2,000.00
$0.28	$0.56	$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	$84.00	2,000.00
$0.30	$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	322.58
$0.32	$0.64	$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	$96.00	25,000.00
$0.34	$0.68	$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	$102.00	25,000.00
$0.35	$0.70	$1.75	$3.50	$7.00	$17.50	$35.00	$70.00	$105.00	4,000.00
$0.40	$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	500
$0.41	$0.82	$2.05	$4.10	$8.20	$20.50	$41.00	$82.00	$123.00	4,000.00
$0.42	$0.84	$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	$126.00	20,000.00
$0.43	$0.86	$2.15	$4.30	$8.60	$21.50	$43.00	$86.00	$129.00	20,000.00
$0.45	$0.90	$2.25	$4.50	$9.00	$22.50	$45.00	$90.00	$135.00	2,222.22
$0.50	$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	265.6
$0.52	$1.04	$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	1,680.67
$0.54	$1.08	$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	$162.00	2,000.00
$0.55	$1.10	$2.75	$5.50	$11.00	$27.50	$55.00	$110.00	$165.00	938.97
$0.60	$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	858.37
$0.62	$1.24	$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	$186.00	2,985.07
$0.64	$1.28	$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	$192.00	20,000.00
$0.65	$1.30	$3.25	$6.50	$13.00	$32.50	$65.00	$130.00	$195.00	66,666.67
$0.66	$1.32	$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	$198.00	66,666.67
$0.70	$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	1,025.64
$0.72	$1.44	$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	$216.00	4,000.00
$0.75	$1.50	$3.75	$7.50	$15.00	$37.50	$75.00	$150.00	$225.00	13,333.33
$0.80	$1.60	$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	1,333.33
$0.84	$1.68	$4.20	$8.40	$16.80	$42.00	$84.00	$168.00	$252.00	3,921.57
$0.87	$1.74	$4.35	$8.70	$17.40	$43.50	$87.00	$174.00	$261.00	3,921.57
$0.90	$1.80	$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	1,025.64
$0.92	$1.84	$4.60	$9.20	$18.40	$46.00	$92.00	$184.00	$276.00	20,000.00
$1.00	$2.00	$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	324.68
$1.01	$2.02	$5.05	$10.10	$20.20	$50.50	$101.00	$202.00	$303.00	25,000.00
$1.02	$2.04	$5.10	$10.20	$20.40	$51.00	$102.00	$204.00	$306.00	6,666.67
$1.05	$2.10	$5.25	$10.50	$21.00	$52.50	$105.00	$210.00	$315.00	6,666.67
$1.06	$2.12	$5.30	$10.60	$21.20	$53.00	$106.00	$212.00	$318.00	40,000.00
$1.10	$2.20	$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	1,250.00
$1.11	$2.22	$5.55	$11.10	$22.20	$55.50	$111.00	$222.00	$333.00	66,666.67
$1.20	$2.40	$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	$360.00	546.45
$1.21	$2.42	$6.05	$12.10	$24.20	$60.50	$121.00	$242.00	$363.00	6,666.67
$1.22	$2.44	$6.10	$12.20	$24.40	$61.00	$122.00	$244.00	$366.00	6,666.67
$1.23	$2.46	$6.15	$12.30	$24.60	$61.50	$123.00	$246.00	$369.00	3,921.57
$1.26	$2.52	$6.30	$12.60	$25.20	$63.00	$126.00	$252.00	$378.00	3,921.57
$1.30	$2.60	$6.50	$13.00	$26.00	$65.00	$130.00	$260.00	$390.00	3,921.57
$1.40	$2.80	$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	$420.00	995.02
$1.42	$2.84	$7.10	$14.20	$28.40	$71.00	$142.00	$284.00	$426.00	3,921.57
$1.46	$2.92	$7.30	$14.60	$29.20	$73.00	$146.00	$292.00	$438.00	3,921.57
$1.50	$3.00	$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	$450.00	430.57
$1.51	$3.02	$7.55	$15.10	$30.20	$75.50	$151.00	$302.00	$453.00	10,000.00
$1.52	$3.04	$7.60	$15.20	$30.40	$76.00	$152.00	$304.00	$456.00	3,921.57
$1.53	$3.06	$7.65	$15.30	$30.60	$76.50	$153.00	$306.00	$459.00	4,000.00
$1.55	$3.10	$7.75	$15.50	$31.00	$77.50	$155.00	$310.00	$465.00	3,921.57
$1.60	$3.20	$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	$480.00	1,333.33
$1.63	$3.26	$8.15	$16.30	$32.60	$81.50	$163.00	$326.00	$489.00	3,333.33
$1.65	$3.30	$8.25	$16.50	$33.00	$82.50	$165.00	$330.00	$495.00	3,921.57
$1.71	$3.42	$8.55	$17.10	$34.20	$85.50	$171.00	$342.00	$513.00	1,980.20
$1.73	$3.46	$8.65	$17.30	$34.60	$86.50	$173.00	$346.00	$519.00	4,000.00
$1.74	$3.48	$8.70	$17.40	$34.80	$87.00	$174.00	$348.00	$522.00	1,960.78
$1.79	$3.58	$8.95	$17.90	$35.80	$89.50	$179.00	$358.00	$537.00	2,857.14
$1.80	$3.60	$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	$540.00	684.93
$1.87	$3.74	$9.35	$18.70	$37.40	$93.50	$187.00	$374.00	$561.00	3,333.33
$1.91	$3.82	$9.55	$19.10	$38.20	$95.50	$191.00	$382.00	$573.00	3,333.33
$1.93	$3.86	$9.65	$19.30	$38.60	$96.50	$193.00	$386.00	$579.00	3,333.33
$2.00	$4.00	$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	$600.00	761.9
$2.03	$4.06	$10.15	$20.30	$40.60	$101.50	$203.00	$406.00	$609.00	100,000.00
$2.20	$4.40	$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	1,234.57
$2.46	$4.92	$12.30	$24.60	$49.20	$123.00	$246.00	$492.00	$738.00	4,000.00
$2.50	$5.00	$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	1,194.03
$2.52	$5.04	$12.60	$25.20	$50.40	$126.00	$252.00	$504.00	$756.00	13,333.33
$2.55	$5.10	$12.75	$25.50	$51.00	$127.50	$255.00	$510.00	$765.00	5,000.00
$2.57	$5.14	$12.85	$25.70	$51.40	$128.50	$257.00	$514.00	$771.00	5,000.00
$2.60	$5.20	$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	$780.00	20,000.00
$2.62	$5.24	$13.10	$26.20	$52.40	$131.00	$262.00	$524.00	$786.00	4,000.00
$2.70	$5.40	$13.50	$27.00	$54.00	$135.00	$270.00	$540.00	$810.00	2,666.67
$2.72	$5.44	$13.60	$27.20	$54.40	$136.00	$272.00	$544.00	$816.00	4,000.00
$2.75	$5.50	$13.75	$27.50	$55.00	$137.50	$275.00	$550.00	$825.00	3,921.57
$2.76	$5.52	$13.80	$27.60	$55.20	$138.00	$276.00	$552.00	$828.00	9,090.91
$2.77	$5.54	$13.85	$27.70	$55.40	$138.50	$277.00	$554.00	$831.00	5,000.00
$2.80	$5.60	$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	$840.00	25,000.00
$2.85	$5.70	$14.25	$28.50	$57.00	$142.50	$285.00	$570.00	$855.00	9,090.91
$2.86	$5.72	$14.30	$28.60	$57.20	$143.00	$286.00	$572.00	$858.00	9,090.91
$2.91	$5.82	$14.55	$29.10	$58.20	$145.50	$291.00	$582.00	$873.00	20,000.00
$2.96	$5.92	$14.80	$29.60	$59.20	$148.00	$296.00	$592.00	$888.00	10,000.00
$2.99	$5.98	$14.95	$29.90	$59.80	$149.50	$299.00	$598.00	$897.00	4,000.00
$3.00	$6.00	$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	1,465.20
$3.05	$6.10	$15.25	$30.50	$61.00	$152.50	$305.00	$610.00	$915.00	5,000.00
$3.07	$6.14	$15.35	$30.70	$61.40	$153.50	$307.00	$614.00	$921.00	20,000.00
$3.09	$6.18	$15.45	$30.90	$61.80	$154.50	$309.00	$618.00	$927.00	66,666.67
