$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	
$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	33.33
$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	133.33
$0.12	$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	36.36
$0.16	$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	100
$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	27.18
$0.24	$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	50
$0.28	$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	200
$0.32	$0.80	$1.60	$3.20	$8.00	$16.00	$32.00	66.67
$0.36	$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	1,000.00
$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	25
$0.44	$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	159.88
$0.48	$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	2,000.00
$0.52	$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	333.33
$0.56	$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	2,000.00
$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	74.07
$0.64	$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	1,666.67
$0.68	$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	100,000.00
$0.72	$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	1,333.33
$0.76	$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	100,000.00
$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	105.26
$0.84	$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	9,090.91
$0.88	$2.20	$4.40	$8.80	$22.00	$44.00	$88.00	9,090.91
$0.92	$2.30	$4.60	$9.20	$23.00	$46.00	$92.00	100,000.00
$0.96	$2.40	$4.80	$9.60	$24.00	$48.00	$96.00	10,000.00
$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	178.57
$1.04	$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	10,000.00
$1.08	$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	20,000.00
$1.12	$2.80	$5.60	$11.20	$28.00	$56.00	$112.00	16,666.67
$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	666.67
$1.24	$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	200,000.00
$1.28	$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	33,333.33
$1.32	$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	33,333.33
$1.36	$3.40	$6.80	$13.60	$34.00	$68.00	$136.00	200,000.00
$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	1,538.46
$1.44	$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	13,333.33
$1.56	$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	40,000.00
$1.60	$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	1,000.00
$1.64	$4.10	$8.20	$16.40	$41.00	$82.00	$164.00	20,000.00
$1.68	$4.20	$8.40	$16.80	$42.00	$84.00	$168.00	333,333.33
$1.72	$4.30	$8.60	$17.20	$43.00	$86.00	$172.00	40,000.00
$1.76	$4.40	$8.80	$17.60	$44.00	$88.00	$176.00	2,000,000.00
$1.80	$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	20,000.00
$1.92	$4.80	$9.60	$19.20	$48.00	$96.00	$192.00	285,714.29
$2.00	$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	307.69
$2.04	$5.10	$10.20	$20.40	$51.00	$102.00	$204.00	3,846.15
$2.08	$5.20	$10.40	$20.80	$52.00	$104.00	$208.00	4,000.00
$2.12	$5.30	$10.60	$21.20	$53.00	$106.00	$212.00	3,846.15
$2.16	$5.40	$10.80	$21.60	$54.00	$108.00	$216.00	666,666.67
$2.20	$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	3,508.77
$2.40	$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	957.85
$2.44	$6.10	$12.20	$24.40	$61.00	$122.00	$244.00	5,000.00
$2.48	$6.20	$12.40	$24.80	$62.00	$124.00	$248.00	57,142.86
$2.52	$6.30	$12.60	$25.20	$63.00	$126.00	$252.00	4,938.27
$2.60	$6.50	$13.00	$26.00	$65.00	$130.00	$260.00	1,924.93
$2.64	$6.60	$13.20	$26.40	$66.00	$132.00	$264.00	19,047.62
$2.68	$6.70	$13.40	$26.80	$67.00	$134.00	$268.00	66,666.67
$2.72	$6.80	$13.60	$27.20	$68.00	$136.00	$272.00	20,000.00
$2.76	$6.90	$13.80	$27.60	$69.00	$138.00	$276.00	20,000.00
$2.80	$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	12,903.23
$2.88	$7.20	$14.40	$28.80	$72.00	$144.00	$288.00	400,000.00
$3.00	$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	1,481.48
$3.04	$7.60	$15.20	$30.40	$76.00	$152.00	$304.00	20,000.00
$3.08	$7.70	$15.40	$30.80	$77.00	$154.00	$308.00	64,516.13
$3.12	$7.80	$15.60	$31.20	$78.00	$156.00	$312.00	19,801.98
$3.20	$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	5,714.29
$3.24	$8.10	$16.20	$32.40	$81.00	$162.00	$324.00	16,000.00
$3.36	$8.40	$16.80	$33.60	$84.00	$168.00	$336.00	400,000.00
$3.40	$8.50	$17.00	$34.00	$85.00	$170.00	$340.00	16,666.67
$3.44	$8.60	$17.20	$34.40	$86.00	$172.00	$344.00	20,000.00
$3.48	$8.70	$17.40	$34.80	$87.00	$174.00	$348.00	66,666.67
$3.52	$8.80	$17.60	$35.20	$88.00	$176.00	$352.00	15,267.18
$3.60	$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	1,600.00
$3.64	$9.10	$18.20	$36.40	$91.00	$182.00	$364.00	19,607.84
$3.68	$9.20	$18.40	$36.80	$92.00	$184.00	$368.00	20,000.00
$3.72	$9.30	$18.60	$37.20	$93.00	$186.00	$372.00	15,267.18
$3.80	$9.50	$19.00	$38.00	$95.00	$190.00	$380.00	15,384.62
$3.84	$9.60	$19.20	$38.40	$96.00	$192.00	$384.00	19,417.48
$4.00	$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	985.22
$4.04	$10.10	$20.20	$40.40	$101.00	$202.00	$404.00	16,666.67
$4.12	$10.30	$20.60	$41.20	$103.00	$206.00	$412.00	16,666.67
$4.16	$10.40	$20.80	$41.60	$104.00	$208.00	$416.00	200,000.00
$4.20	$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	12,500.00
$4.24	$10.60	$21.20	$42.40	$106.00	$212.00	$424.00	20,000.00
$4.32	$10.80	$21.60	$43.20	$108.00	$216.00	$432.00	18,181.82
$4.40	$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	12,500.00
$4.44	$11.10	$22.20	$44.40	$111.00	$222.00	$444.00	20,000.00
$4.48	$11.20	$22.40	$44.80	$112.00	$224.00	$448.00	200,000.00
$4.60	$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	20,000.00
$4.80	$12.00	$24.00	$48.00	$120.00	$240.00	$480.00	11,111.11
$4.84	$12.10	$24.20	$48.40	$121.00	$242.00	$484.00	100,000.00
$5.00	$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	439.56
$5.04	$12.60	$25.20	$50.40	$126.00	$252.00	$504.00	10,000.00
$5.12	$12.80	$25.60	$51.20	$128.00	$256.00	$512.00	9,090.91
$5.20	$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	3,846.15
$5.24	$13.10	$26.20	$52.40	$131.00	$262.00	$524.00	10,000.00
$5.28	$13.20	$26.40	$52.80	$132.00	$264.00	$528.00	100,000.00
$5.40	$13.50	$27.00	$54.00	$135.00	$270.00	$540.00	854.7
$5.44	$13.60	$27.20	$54.40	$136.00	$272.00	$544.00	10,000.00
$5.52	$13.80	$27.60	$55.20	$138.00	$276.00	$552.00	10,000.00
$5.56	$13.90	$27.80	$55.60	$139.00	$278.00	$556.00	10,000.00
$5.60	$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	666.67
$5.64	$14.10	$28.20	$56.40	$141.00	$282.00	$564.00	4,000.00
$5.68	$14.20	$28.40	$56.80	$142.00	$284.00	$568.00	4,000.00
$5.72	$14.30	$28.60	$57.20	$143.00	$286.00	$572.00	10,000.00
$5.76	$14.40	$28.80	$57.60	$144.00	$288.00	$576.00	6,666.67
$5.80	$14.50	$29.00	$58.00	$145.00	$290.00	$580.00	10,000.00
$5.84	$14.60	$29.20	$58.40	$146.00	$292.00	$584.00	6,666.67
$5.92	$14.80	$29.60	$59.20	$148.00	$296.00	$592.00	4,000.00
$6.00	$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	320
$6.04	$15.10	$30.20	$60.40	$151.00	$302.00	$604.00	10,000.00
$6.12	$15.30	$30.60	$61.20	$153.00	$306.00	$612.00	10,000.00
$6.20	$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	6,451.61
$6.24	$15.60	$31.20	$62.40	$156.00	$312.00	$624.00	6,666.67
$6.40	$16.00	$32.00	$64.00	$160.00	$320.00	$640.00	6,060.61
$6.48	$16.20	$32.40	$64.80	$162.00	$324.00	$648.00	200,000.00
$6.60	$16.50	$33.00	$66.00	$165.00	$330.00	$660.00	9,523.81
$6.76	$16.90	$33.80	$67.60	$169.00	$338.00	$676.00	200,000.00
$6.80	$17.00	$34.00	$68.00	$170.00	$340.00	$680.00	10,000.00
$7.00	$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	3,174.60
$7.04	$17.60	$35.20	$70.40	$176.00	$352.00	$704.00	200,000.00
$7.12	$17.80	$35.60	$71.20	$178.00	$356.00	$712.00	100,000.00
$7.16	$17.90	$35.80	$71.60	$179.00	$358.00	$716.00	200,000.00
$7.20	$18.00	$36.00	$72.00	$180.00	$360.00	$720.00	100,000.00
$7.40	$18.50	$37.00	$74.00	$185.00	$370.00	$740.00	100,000.00
$7.60	$19.00	$38.00	$76.00	$190.00	$380.00	$760.00	200,000.00
$7.68	$19.20	$38.40	$76.80	$192.00	$384.00	$768.00	400,000.00
$7.80	$19.50	$39.00	$78.00	$195.00	$390.00	$780.00	66,666.67
$8.00	$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	11,695.91
$8.40	$21.00	$42.00	$84.00	$210.00	$420.00	$840.00	16,000.00
$8.44	$21.10	$42.20	$84.40	$211.00	$422.00	$844.00	200,000.00
$8.52	$21.30	$42.60	$85.20	$213.00	$426.00	$852.00	200,000.00
$8.60	$21.50	$43.00	$86.00	$215.00	$430.00	$860.00	20,000.00
$8.64	$21.60	$43.20	$86.40	$216.00	$432.00	$864.00	200,000.00
$8.72	$21.80	$43.60	$87.20	$218.00	$436.00	$872.00	200,000.00
$8.80	$22.00	$44.00	$88.00	$220.00	$440.00	$880.00	133,333.33
$9.00	$22.50	$45.00	$90.00	$225.00	$450.00	$900.00	15,384.62
$9.04	$22.60	$45.20	$90.40	$226.00	$452.00	$904.00	400,000.00
$9.12	$22.80	$45.60	$91.20	$228.00	$456.00	$912.00	400,000.00
$9.20	$23.00	$46.00	$92.00	$230.00	$460.00	$920.00	200,000.00
$9.36	$23.40	$46.80	$93.60	$234.00	$468.00	$936.00	400,000.00
$9.40	$23.50	$47.00	$94.00	$235.00	$470.00	$940.00	200,000.00
$9.44	$23.60	$47.20	$94.40	$236.00	$472.00	$944.00	400,000.00
$9.52	$23.80	$47.60	$95.20	$238.00	$476.00	$952.00	400,000.00
$9.60	$24.00	$48.00	$96.00	$240.00	$480.00	$960.00	133,333.33
$9.64	$24.10	$48.20	$96.40	$241.00	$482.00	$964.00	200,000.00
$9.68	$24.20	$48.40	$96.80	$242.00	$484.00	$968.00	400,000.00
$9.72	$24.30	$48.60	$97.20	$243.00	$486.00	$972.00	200,000.00
$9.80	$24.50	$49.00	$98.00	$245.00	$490.00	$980.00	133,333.33
$9.84	$24.60	$49.20	$98.40	$246.00	$492.00	$984.00	400,000.00
$10.00	$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	22,222.22
$10.20	$25.50	$51.00	$102.00	$255.00	$510.00	$1,020.00	500,000.00
$10.40	$26.00	$52.00	$104.00	$260.00	$520.00	$1,040.00	333,333.33
$10.44	$26.10	$52.20	$104.40	$261.00	$522.00	$1,044.00	666,666.67
$10.60	$26.50	$53.00	$106.00	$265.00	$530.00	$1,060.00	666,666.67
$10.64	$26.60	$53.20	$106.40	$266.00	$532.00	$1,064.00	666,666.67
$10.72	$26.80	$53.60	$107.20	$268.00	$536.00	$1,072.00	666,666.67
$10.80	$27.00	$54.00	$108.00	$270.00	$540.00	$1,080.00	222,222.22
$11.00	$27.50	$55.00	$110.00	$275.00	$550.00	$1,100.00	222,222.22
$11.04	$27.60	$55.20	$110.40	$276.00	$552.00	$1,104.00	666,666.67
$11.12	$27.80	$55.60	$111.20	$278.00	$556.00	$1,112.00	666,666.67
$11.20	$28.00	$56.00	$112.00	$280.00	$560.00	$1,120.00	125,000.00
$11.40	$28.50	$57.00	$114.00	$285.00	$570.00	$1,140.00	250,000.00
$11.44	$28.60	$57.20	$114.40	$286.00	$572.00	$1,144.00	666,666.67
$11.52	$28.80	$57.60	$115.20	$288.00	$576.00	$1,152.00	250,000.00
$11.60	$29.00	$58.00	$116.00	$290.00	$580.00	$1,160.00	666,666.67
$11.64	$29.10	$58.20	$116.40	$291.00	$582.00	$1,164.00	666,666.67
$11.72	$29.30	$58.60	$117.20	$293.00	$586.00	$1,172.00	400,000.00
$11.80	$29.50	$59.00	$118.00	$295.00	$590.00	$1,180.00	250,000.00
$11.92	$29.80	$59.60	$119.20	$298.00	$596.00	$1,192.00	666,666.67
