$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	
$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	$3.00	$5.00	31.25
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	30.3
$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	$9.00	$15.00	125
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	250
$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	$15.00	$25.00	45.87
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	19.98
$0.55	$1.10	$2.20	$5.50	$11.00	$22.00	$33.00	$55.00	111.11
$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	62.5
$0.75	$1.50	$3.00	$7.50	$15.00	$30.00	$45.00	$75.00	31.25
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	73.66
$1.05	$2.10	$4.20	$10.50	$21.00	$42.00	$63.00	$105.00	500
$1.25	$2.50	$5.00	$12.50	$25.00	$50.00	$75.00	$125.00	5,000.00
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	370.37
$1.65	$3.30	$6.60	$16.50	$33.00	$66.00	$99.00	$165.00	1,333.33
$1.75	$3.50	$7.00	$17.50	$35.00	$70.00	$105.00	$175.00	2,222.22
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	285.71
$2.15	$4.30	$8.60	$21.50	$43.00	$86.00	$129.00	$215.00	20,000.00
$2.25	$4.50	$9.00	$22.50	$45.00	$90.00	$135.00	$225.00	1,818.18
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	251.54
$2.75	$5.50	$11.00	$27.50	$55.00	$110.00	$165.00	$275.00	1,000.00
$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	$300.00	1,333.33
$3.15	$6.30	$12.60	$31.50	$63.00	$126.00	$189.00	$315.00	2,000.00
$3.25	$6.50	$13.00	$32.50	$65.00	$130.00	$195.00	$325.00	1,379.31
$3.35	$6.70	$13.40	$33.50	$67.00	$134.00	$201.00	$335.00	2,000.00
$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	$350.00	769.23
$3.75	$7.50	$15.00	$37.50	$75.00	$150.00	$225.00	$375.00	20,000.00
$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	$400.00	3,738.32
$4.25	$8.50	$17.00	$42.50	$85.00	$170.00	$255.00	$425.00	4,000.00
$4.35	$8.70	$17.40	$43.50	$87.00	$174.00	$261.00	$435.00	5,000.00
$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	$450.00	1,459.85
$4.75	$9.50	$19.00	$47.50	$95.00	$190.00	$285.00	$475.00	5,000.00
$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	$500.00	348.43
$5.25	$10.50	$21.00	$52.50	$105.00	$210.00	$315.00	$525.00	5,000.00
$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	$550.00	2,500.00
$5.75	$11.50	$23.00	$57.50	$115.00	$230.00	$345.00	$575.00	4,000.00
$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	$360.00	$600.00	647.25
$6.25	$12.50	$25.00	$62.50	$125.00	$250.00	$375.00	$625.00	2,500.00
$6.75	$13.50	$27.00	$67.50	$135.00	$270.00	$405.00	$675.00	5,000.00
$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	$420.00	$700.00	645.16
$7.25	$14.50	$29.00	$72.50	$145.00	$290.00	$435.00	$725.00	5,000.00
$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	$450.00	$750.00	886.92
$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	$480.00	$800.00	487.8
$8.25	$16.50	$33.00	$82.50	$165.00	$330.00	$495.00	$825.00	22,222.22
$8.50	$17.00	$34.00	$85.00	$170.00	$340.00	$510.00	$850.00	6,666.67
$8.75	$17.50	$35.00	$87.50	$175.00	$350.00	$525.00	$875.00	20,000.00
$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	$540.00	$900.00	588.24
$9.50	$19.00	$38.00	$95.00	$190.00	$380.00	$570.00	$950.00	3,076.92
$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	$600.00	$1,000.00	392.93
$10.25	$20.50	$41.00	$102.50	$205.00	$410.00	$615.00	$1,025.00	5,000.00
$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	$630.00	$1,050.00	2,352.94
$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	$1,100.00	563.38
$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	$690.00	$1,150.00	1,052.63
$12.00	$24.00	$48.00	$120.00	$240.00	$480.00	$720.00	$1,200.00	589.97
$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	$1,250.00	6,644.52
$12.75	$25.50	$51.00	$127.50	$255.00	$510.00	$765.00	$1,275.00	5,000.00
$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	$780.00	$1,300.00	716.85
$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	$840.00	$1,400.00	1,015.23
$14.25	$28.50	$57.00	$142.50	$285.00	$570.00	$855.00	$1,425.00	50,000.00
$14.50	$29.00	$58.00	$145.00	$290.00	$580.00	$870.00	$1,450.00	20,000.00
$14.75	$29.50	$59.00	$147.50	$295.00	$590.00	$885.00	$1,475.00	100,000.00
$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	$1,500.00	847.46
$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	$1,550.00	8,000.00
$15.75	$31.50	$63.00	$157.50	$315.00	$630.00	$945.00	$1,575.00	8,000.00
$16.50	$33.00	$66.00	$165.00	$330.00	$660.00	$990.00	$1,650.00	40,000.00
$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	$1,050.00	$1,750.00	1,002.51
$17.75	$35.50	$71.00	$177.50	$355.00	$710.00	$1,065.00	$1,775.00	10,000.00
$18.15	$36.30	$72.60	$181.50	$363.00	$726.00	$1,089.00	$1,815.00	100,000.00
$19.00	$38.00	$76.00	$190.00	$380.00	$760.00	$1,140.00	$1,900.00	4,000.00
$19.50	$39.00	$78.00	$195.00	$390.00	$780.00	$1,170.00	$1,950.00	100,000.00
$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	$1,200.00	$2,000.00	2,777.78
$21.00	$42.00	$84.00	$210.00	$420.00	$840.00	$1,260.00	$2,100.00	200,000.00
$23.00	$46.00	$92.00	$230.00	$460.00	$920.00	$1,380.00	$2,300.00	3,846.15
$23.50	$47.00	$94.00	$235.00	$470.00	$940.00	$1,410.00	$2,350.00	13,333.33
$24.75	$49.50	$99.00	$247.50	$495.00	$990.00	$1,485.00	$2,475.00	16,666.67
$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	$1,500.00	$2,500.00	11,299.44
$27.50	$55.00	$110.00	$275.00	$550.00	$1,100.00	$1,650.00	$2,750.00	44,444.44
$28.00	$56.00	$112.00	$280.00	$560.00	$1,120.00	$1,680.00	$2,800.00	20,000.00
$29.75	$59.50	$119.00	$297.50	$595.00	$1,190.00	$1,785.00	$2,975.00	66,666.67
$30.50	$61.00	$122.00	$305.00	$610.00	$1,220.00	$1,830.00	$3,050.00	100,000.00
$35.75	$71.50	$143.00	$357.50	$715.00	$1,430.00	$2,145.00	$3,575.00	200,000.00
$38.00	$76.00	$152.00	$380.00	$760.00	$1,520.00	$2,280.00	$3,800.00	200,000.00
$42.25	$84.50	$169.00	$422.50	$845.00	$1,690.00	$2,535.00	$4,225.00	133,333.33
$46.75	$93.50	$187.00	$467.50	$935.00	$1,870.00	$2,805.00	$4,675.00	200,000.00
$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	$5,000.00	142,857.14
$53.25	$106.50	$213.00	$532.50	$1,065.00	$2,130.00	$3,195.00	$5,325.00	200,000.00
$54.25	$108.50	$217.00	$542.50	$1,085.00	$2,170.00	$3,255.00	$5,425.00	200,000.00
$54.75	$109.50	$219.00	$547.50	$1,095.00	$2,190.00	$3,285.00	$5,475.00	200,000.00
$57.25	$114.50	$229.00	$572.50	$1,145.00	$2,290.00	$3,435.00	$5,725.00	200,000.00
$75.00	$150.00	$300.00	$750.00	$1,500.00	$3,000.00	$4,500.00	$7,500.00	200,000.00
$77.50	$155.00	$310.00	$775.00	$1,550.00	$3,100.00	$4,650.00	$7,750.00	400,000.00
$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$6,000.00	$10,000.00	1,000,000.00
$125.00	$250.00	$500.00	$1,250.00	$2,500.00	$5,000.00	$7,500.00	$12,500.00	400,000.00
$250.00	$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$15,000.00	$25,000.00	2,000,000.00
