$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	
$0.02	$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	40
$0.04	$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	40
$0.06	$0.12	$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	$30.00	40
$0.08	$0.16	$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	$24.00	$40.00	40
$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	25
$0.12	$0.24	$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	33.33
$0.14	$0.28	$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	$42.00	$70.00	50
$0.16	$0.32	$0.80	$1.60	$3.20	$8.00	$16.00	$32.00	$48.00	$80.00	100.08
$0.18	$0.36	$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	$54.00	$90.00	100.09
$0.20	$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	100.08
$0.22	$0.44	$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	$110.00	105.66
$0.24	$0.48	$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	$72.00	$120.00	200.12
$0.26	$0.52	$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	$78.00	$130.00	400.32
$0.28	$0.56	$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	$84.00	$140.00	800.64
$0.30	$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	294.12
$0.32	$0.64	$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	$96.00	$160.00	416.67
$0.34	$0.68	$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	$102.00	$170.00	416.67
$0.36	$0.72	$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	$108.00	$180.00	1,818.18
$0.38	$0.76	$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	$114.00	$190.00	666.89
$0.40	$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	465.12
$0.42	$0.84	$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	$126.00	$210.00	500.25
$0.44	$0.88	$2.20	$4.40	$8.80	$22.00	$44.00	$88.00	$132.00	$220.00	666.89
$0.46	$0.92	$2.30	$4.60	$9.20	$23.00	$46.00	$92.00	$138.00	$230.00	1,843.32
$0.48	$0.96	$2.40	$4.80	$9.60	$24.00	$48.00	$96.00	$144.00	$240.00	1,250.00
$0.50	$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	454.55
$0.52	$1.04	$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	$260.00	1,739.13
$0.54	$1.08	$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	$162.00	$270.00	2,272.73
$0.56	$1.12	$2.80	$5.60	$11.20	$28.00	$56.00	$112.00	$168.00	$280.00	10,000.00
$0.58	$1.16	$2.90	$5.80	$11.60	$29.00	$58.00	$116.00	$174.00	$290.00	4,878.05
$0.60	$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	$300.00	2,234.64
$0.62	$1.24	$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	$186.00	$310.00	2,219.76
$0.64	$1.28	$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	$192.00	$320.00	6,666.67
$0.66	$1.32	$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	$198.00	$330.00	7,142.86
$0.68	$1.36	$3.40	$6.80	$13.60	$34.00	$68.00	$136.00	$204.00	$340.00	7,142.86
$0.70	$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	$350.00	1,123.60
$0.72	$1.44	$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	$216.00	$360.00	2,564.10
$0.74	$1.48	$3.70	$7.40	$14.80	$37.00	$74.00	$148.00	$222.00	$370.00	2,739.73
$0.76	$1.52	$3.80	$7.60	$15.20	$38.00	$76.00	$152.00	$228.00	$380.00	10,000.00
$0.78	$1.56	$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	$234.00	$390.00	7,142.86
$0.80	$1.60	$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	$400.00	4,166.67
$0.82	$1.64	$4.10	$8.20	$16.40	$41.00	$82.00	$164.00	$246.00	$410.00	7,142.86
$0.84	$1.68	$4.20	$8.40	$16.80	$42.00	$84.00	$168.00	$252.00	$420.00	8,695.65
$0.86	$1.72	$4.30	$8.60	$17.20	$43.00	$86.00	$172.00	$258.00	$430.00	8,695.65
$0.88	$1.76	$4.40	$8.80	$17.60	$44.00	$88.00	$176.00	$264.00	$440.00	7,142.86
$0.90	$1.80	$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	$450.00	7,142.86
$0.92	$1.84	$4.60	$9.20	$18.40	$46.00	$92.00	$184.00	$276.00	$460.00	7,142.86
$0.94	$1.88	$4.70	$9.40	$18.80	$47.00	$94.00	$188.00	$282.00	$470.00	7,142.86
$0.96	$1.92	$4.80	$9.60	$19.20	$48.00	$96.00	$192.00	$288.00	$480.00	7,142.86
$0.98	$1.96	$4.90	$9.80	$19.60	$49.00	$98.00	$196.00	$294.00	$490.00	7,142.86
$1.00	$2.00	$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	$500.00	1,142.86
$1.02	$2.04	$5.10	$10.20	$20.40	$51.00	$102.00	$204.00	$306.00	$510.00	7,722.01
$1.04	$2.08	$5.20	$10.40	$20.80	$52.00	$104.00	$208.00	$312.00	$520.00	7,407.41
$1.06	$2.12	$5.30	$10.60	$21.20	$53.00	$106.00	$212.00	$318.00	$530.00	7,407.41
$1.08	$2.16	$5.40	$10.80	$21.60	$54.00	$108.00	$216.00	$324.00	$540.00	7,407.41
$1.10	$2.20	$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	$550.00	7,434.94
