$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	
$0.01	$0.02	$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	$3.00	35.71
$0.02	$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	41.67
$0.03	$0.06	$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	$9.00	125
$0.04	$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	250
$0.05	$0.10	$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	$15.00	50.63
$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	32.12
$0.11	$0.22	$0.55	$1.10	$2.20	$5.50	$11.00	$22.00	$33.00	1,000.00
$0.20	$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	53.84
$0.21	$0.42	$1.05	$2.10	$4.20	$10.50	$21.00	$42.00	$63.00	400
$0.22	$0.44	$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	666.67
$0.30	$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	113.96
$0.33	$0.66	$1.65	$3.30	$6.60	$16.50	$33.00	$66.00	$99.00	500
$0.40	$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	235.29
$0.45	$0.90	$2.25	$4.50	$9.00	$22.50	$45.00	$90.00	$135.00	800
$0.50	$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	92.17
$0.52	$1.04	$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	800
$0.60	$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	149.37
$0.63	$1.26	$3.15	$6.30	$12.60	$31.50	$63.00	$126.00	$189.00	800
$0.65	$1.30	$3.25	$6.50	$13.00	$32.50	$65.00	$130.00	$195.00	2,105.26
$0.70	$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	333.89
$0.80	$1.60	$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	217.39
$0.90	$1.80	$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	530.5
$0.95	$1.90	$4.75	$9.50	$19.00	$47.50	$95.00	$190.00	$285.00	8,333.33
$1.00	$2.00	$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	310.08
$1.05	$2.10	$5.25	$10.50	$21.00	$52.50	$105.00	$210.00	$315.00	1,250.00
$1.10	$2.20	$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	800
$1.20	$2.40	$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	$360.00	793.65
$1.30	$2.60	$6.50	$13.00	$26.00	$65.00	$130.00	$260.00	$390.00	6,250.00
$1.32	$2.64	$6.60	$13.20	$26.40	$66.00	$132.00	$264.00	$396.00	9,090.91
$1.35	$2.70	$6.75	$13.50	$27.00	$67.50	$135.00	$270.00	$405.00	9,090.91
$1.40	$2.80	$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	$420.00	1,250.00
$1.47	$2.94	$7.35	$14.70	$29.40	$73.50	$147.00	$294.00	$441.00	9,090.91
$1.50	$3.00	$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	$450.00	666.67
$1.60	$3.20	$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	$480.00	485.44
$1.70	$3.40	$8.50	$17.00	$34.00	$85.00	$170.00	$340.00	$510.00	20,000.00
$1.75	$3.50	$8.75	$17.50	$35.00	$87.50	$175.00	$350.00	$525.00	1,333.33
$1.76	$3.52	$8.80	$17.60	$35.20	$88.00	$176.00	$352.00	$528.00	1,333.33
$1.80	$3.60	$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	$540.00	465.12
$1.85	$3.70	$9.25	$18.50	$37.00	$92.50	$185.00	$370.00	$555.00	10,000.00
$1.90	$3.80	$9.50	$19.00	$38.00	$95.00	$190.00	$380.00	$570.00	2,857.14
$2.00	$4.00	$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	$600.00	408.25
$2.10	$4.20	$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	$630.00	1,666.67
$2.20	$4.40	$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	470.59
$2.30	$4.60	$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	$690.00	1,666.67
$2.40	$4.80	$12.00	$24.00	$48.00	$120.00	$240.00	$480.00	$720.00	2,857.14
$2.50	$5.00	$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	1,081.08
$2.60	$5.20	$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	$780.00	1,346.80
$2.65	$5.30	$13.25	$26.50	$53.00	$132.50	$265.00	$530.00	$795.00	20,000.00
$2.80	$5.60	$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	$840.00	5,000.00
$2.83	$5.66	$14.15	$28.30	$56.60	$141.50	$283.00	$566.00	$849.00	3,076.92
$2.88	$5.76	$14.40	$28.80	$57.60	$144.00	$288.00	$576.00	$864.00	2,547.77
$3.00	$6.00	$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	1,589.83
$3.10	$6.20	$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	2,721.09
$3.18	$6.36	$15.90	$31.80	$63.60	$159.00	$318.00	$636.00	$954.00	7,407.41
$3.20	$6.40	$16.00	$32.00	$64.00	$160.00	$320.00	$640.00	$960.00	14,814.81
$3.28	$6.56	$16.40	$32.80	$65.60	$164.00	$328.00	$656.00	$984.00	1,538.46
$3.40	$6.80	$17.00	$34.00	$68.00	$170.00	$340.00	$680.00	$1,020.00	20,000.00
$3.50	$7.00	$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	$1,050.00	19,047.62
$3.90	$7.80	$19.50	$39.00	$78.00	$195.00	$390.00	$780.00	$1,170.00	10,000.00
$4.00	$8.00	$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	$1,200.00	142,857.14
$4.13	$8.26	$20.65	$41.30	$82.60	$206.50	$413.00	$826.00	$1,239.00	400,000.00
$4.20	$8.40	$21.00	$42.00	$84.00	$210.00	$420.00	$840.00	$1,260.00	400,000.00
$4.50	$9.00	$22.50	$45.00	$90.00	$225.00	$450.00	$900.00	$1,350.00	400,000.00
$4.85	$9.70	$24.25	$48.50	$97.00	$242.50	$485.00	$970.00	$1,455.00	14,814.81
$4.90	$9.80	$24.50	$49.00	$98.00	$245.00	$490.00	$980.00	$1,470.00	10,000.00
$5.00	$10.00	$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	$1,500.00	5,586.59
$5.10	$10.20	$25.50	$51.00	$102.00	$255.00	$510.00	$1,020.00	$1,530.00	19,047.62
$5.20	$10.40	$26.00	$52.00	$104.00	$260.00	$520.00	$1,040.00	$1,560.00	50,000.00
$5.30	$10.60	$26.50	$53.00	$106.00	$265.00	$530.00	$1,060.00	$1,590.00	10,000.00
$5.50	$11.00	$27.50	$55.00	$110.00	$275.00	$550.00	$1,100.00	$1,650.00	333,333.33
$5.70	$11.40	$28.50	$57.00	$114.00	$285.00	$570.00	$1,140.00	$1,710.00	50,000.00
$6.00	$12.00	$30.00	$60.00	$120.00	$300.00	$600.00	$1,200.00	$1,800.00	250,000.00
$6.40	$12.80	$32.00	$64.00	$128.00	$320.00	$640.00	$1,280.00	$1,920.00	20,000.00
$7.00	$14.00	$35.00	$70.00	$140.00	$350.00	$700.00	$1,400.00	$2,100.00	66,666.67
$7.50	$15.00	$37.50	$75.00	$150.00	$375.00	$750.00	$1,500.00	$2,250.00	20,000.00
$7.60	$15.20	$38.00	$76.00	$152.00	$380.00	$760.00	$1,520.00	$2,280.00	66,666.67
$8.00	$16.00	$40.00	$80.00	$160.00	$400.00	$800.00	$1,600.00	$2,400.00	500,000.00
$8.40	$16.80	$42.00	$84.00	$168.00	$420.00	$840.00	$1,680.00	$2,520.00	1,000,000.00
$9.00	$18.00	$45.00	$90.00	$180.00	$450.00	$900.00	$1,800.00	$2,700.00	66,666.67
$10.00	$20.00	$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	222,222.22
$10.10	$20.20	$50.50	$101.00	$202.00	$505.00	$1,010.00	$2,020.00	$3,030.00	1,000,000.00
$10.60	$21.20	$53.00	$106.00	$212.00	$530.00	$1,060.00	$2,120.00	$3,180.00	100,000.00
$20.00	$40.00	$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$6,000.00	333,333.33
$50.00	$100.00	$250.00	$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$15,000.00	1,000,000.00
$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$25,000.00	$50,000.00	$100,000.00	$150,000.00	2,000,000.00
