$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	$3.00	$5.00	
$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	$3.00	$5.00	100
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	20
$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	$9.00	$15.00	25
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	17.86
$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	$15.00	$25.00	100
$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	$30.00	100
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	406.5
$0.55	$1.10	$2.20	$5.50	$11.00	$22.00	$33.00	$55.00	735.29
$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	4,761.90
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	769.23
$1.05	$2.10	$4.20	$10.50	$21.00	$42.00	$63.00	$105.00	3,333.33
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	888.89
$1.55	$3.10	$6.20	$15.50	$31.00	$62.00	$93.00	$155.00	3,333.33
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	4,000.00
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	1,000.00
$2.55	$5.10	$10.20	$25.50	$51.00	$102.00	$153.00	$255.00	4,000.00
$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	$300.00	1,587.30
$3.05	$6.10	$12.20	$30.50	$61.00	$122.00	$183.00	$305.00	6,666.67
$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	$350.00	3,333.33
$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	$400.00	10,000.00
$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	$450.00	14,285.71
$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	$500.00	14,285.71
$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	$550.00	21,276.60
$5.55	$11.10	$22.20	$55.50	$111.00	$222.00	$333.00	$555.00	200,000.00
$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	$360.00	$600.00	200,000.00
$6.50	$13.00	$26.00	$65.00	$130.00	$260.00	$390.00	$650.00	142,857.14
$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	$450.00	$750.00	200,000.00
$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	$480.00	$800.00	500,000.00
$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	$630.00	$1,050.00	500,000.00
$10.55	$21.10	$42.20	$105.50	$211.00	$422.00	$633.00	$1,055.00	200,000.00
$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	$1,100.00	1,000,000.00
$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	$690.00	$1,150.00	1,000,000.00
$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	$1,250.00	500,000.00
$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	$780.00	$1,300.00	250,000.00
$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	$1,550.00	1,000,000.00
$16.00	$32.00	$64.00	$160.00	$320.00	$640.00	$960.00	$1,600.00	333,333.33
$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	$1,050.00	$1,750.00	333,333.33
$25.50	$51.00	$102.00	$255.00	$510.00	$1,020.00	$1,530.00	$2,550.00	250,000.00
$55.50	$111.00	$222.00	$555.00	$1,110.00	$2,220.00	$3,330.00	$5,550.00	1,000,000.00
$105.50	$211.00	$422.00	$1,055.00	$2,110.00	$4,220.00	$6,330.00	$10,550.00	1,000,000.00
$155.50	$311.00	$622.00	$1,555.00	$3,110.00	$6,220.00	$9,330.00	$15,550.00	1,000,000.00
$205.50	$411.00	$822.00	$2,055.00	$4,110.00	$8,220.00	$12,330.00	$20,550.00	1,000,000.00
