$0.50	$1.00	$2.00	$3.00	$5.00	$10.00	$20.00	
$0.05	$0.10	$0.20	$0.30	$0.50	$1.00	$2.00	42.19
$0.10	$0.20	$0.40	$0.60	$1.00	$2.00	$4.00	56.34
$0.15	$0.30	$0.60	$0.90	$1.50	$3.00	$6.00	71.43
$0.20	$0.40	$0.80	$1.20	$2.00	$4.00	$8.00	80
$0.25	$0.50	$1.00	$1.50	$2.50	$5.00	$10.00	122.7
$0.30	$0.60	$1.20	$1.80	$3.00	$6.00	$12.00	266.67
$0.35	$0.70	$1.40	$2.10	$3.50	$7.00	$14.00	500
$0.40	$0.80	$1.60	$2.40	$4.00	$8.00	$16.00	439.56
$0.45	$0.90	$1.80	$2.70	$4.50	$9.00	$18.00	1,000.00
$0.50	$1.00	$2.00	$3.00	$5.00	$10.00	$20.00	67.81
$0.55	$1.10	$2.20	$3.30	$5.50	$11.00	$22.00	833.33
$0.60	$1.20	$2.40	$3.60	$6.00	$12.00	$24.00	222.22
$0.65	$1.30	$2.60	$3.90	$6.50	$13.00	$26.00	645.16
$0.70	$1.40	$2.80	$4.20	$7.00	$14.00	$28.00	666.67
$0.75	$1.50	$3.00	$4.50	$7.50	$15.00	$30.00	88.89
$0.80	$1.60	$3.20	$4.80	$8.00	$16.00	$32.00	465.12
$0.85	$1.70	$3.40	$5.10	$8.50	$17.00	$34.00	357.14
$0.90	$1.80	$3.60	$5.40	$9.00	$18.00	$36.00	298.51
$0.95	$1.90	$3.80	$5.70	$9.50	$19.00	$38.00	666.67
$1.00	$2.00	$4.00	$6.00	$10.00	$20.00	$40.00	76.34
$1.05	$2.10	$4.20	$6.30	$10.50	$21.00	$42.00	952.38
$1.10	$2.20	$4.40	$6.60	$11.00	$22.00	$44.00	512.82
$1.15	$2.30	$4.60	$6.90	$11.50	$23.00	$46.00	833.33
$1.20	$2.40	$4.80	$7.20	$12.00	$24.00	$48.00	625
$1.25	$2.50	$5.00	$7.50	$12.50	$25.00	$50.00	485.44
$1.35	$2.70	$5.40	$8.10	$13.50	$27.00	$54.00	1,333.33
$1.40	$2.80	$5.60	$8.40	$14.00	$28.00	$56.00	4,000.00
$1.50	$3.00	$6.00	$9.00	$15.00	$30.00	$60.00	370.37
$1.55	$3.10	$6.20	$9.30	$15.50	$31.00	$62.00	5,000.00
$1.60	$3.20	$6.40	$9.60	$16.00	$32.00	$64.00	1,250.00
$1.70	$3.40	$6.80	$10.20	$17.00	$34.00	$68.00	2,000.00
$1.75	$3.50	$7.00	$10.50	$17.50	$35.00	$70.00	769.23
$1.80	$3.60	$7.20	$10.80	$18.00	$36.00	$72.00	2,000.00
$1.85	$3.70	$7.40	$11.10	$18.50	$37.00	$74.00	6,666.67
$1.95	$3.90	$7.80	$11.70	$19.50	$39.00	$78.00	6,666.67
$2.00	$4.00	$8.00	$12.00	$20.00	$40.00	$80.00	1,538.46
$2.05	$4.10	$8.20	$12.30	$20.50	$41.00	$82.00	3,225.81
$2.20	$4.40	$8.80	$13.20	$22.00	$44.00	$88.00	1,234.57
$2.35	$4.70	$9.40	$14.10	$23.50	$47.00	$94.00	10,000.00
$2.50	$5.00	$10.00	$15.00	$25.00	$50.00	$100.00	49.49
$2.55	$5.10	$10.20	$15.30	$25.50	$51.00	$102.00	2,857.14
$2.60	$5.20	$10.40	$15.60	$26.00	$52.00	$104.00	1,273.89
$2.65	$5.30	$10.60	$15.90	$26.50	$53.00	$106.00	1,515.15
$2.70	$5.40	$10.80	$16.20	$27.00	$54.00	$108.00	2,222.22
$2.75	$5.50	$11.00	$16.50	$27.50	$55.00	$110.00	2,197.80
$3.00	$6.00	$12.00	$18.00	$30.00	$60.00	$120.00	909.09
$3.10	$6.20	$12.40	$18.60	$31.00	$62.00	$124.00	3,333.33
$3.20	$6.40	$12.80	$19.20	$32.00	$64.00	$128.00	10,000.00
$3.25	$6.50	$13.00	$19.50	$32.50	$65.00	$130.00	3,333.33
$3.40	$6.80	$13.60	$20.40	$34.00	$68.00	$136.00	1,408.45
$3.45	$6.90	$13.80	$20.70	$34.50	$69.00	$138.00	10,000.00
$3.50	$7.00	$14.00	$21.00	$35.00	$70.00	$140.00	621.12
$3.60	$7.20	$14.40	$21.60	$36.00	$72.00	$144.00	2,500.00
$3.65	$7.30	$14.60	$21.90	$36.50	$73.00	$146.00	3,225.81
$3.70	$7.40	$14.80	$22.20	$37.00	$74.00	$148.00	3,225.81
$3.75	$7.50	$15.00	$22.50	$37.50	$75.00	$150.00	2,222.22
$4.05	$8.10	$16.20	$24.30	$40.50	$81.00	$162.00	2,500.00
