$0.05	$0.10	$0.25	$0.50	$1.00	$2.00	
$0.15	$0.30	$0.75	$1.50	$3.00	$6.00	200
$0.25	$0.50	$1.25	$2.50	$5.00	$10.00	250
$0.35	$0.70	$1.75	$3.50	$7.00	$14.00	333.33
$0.50	$1.00	$2.50	$5.00	$10.00	$20.00	236.41
$0.65	$1.30	$3.25	$6.50	$13.00	$26.00	21,786.49
$0.75	$1.50	$3.75	$7.50	$15.00	$30.00	384.62
$0.90	$1.80	$4.50	$9.00	$18.00	$36.00	31,746.03
$1.00	$2.00	$5.00	$10.00	$20.00	$40.00	645.16
$1.25	$2.50	$6.25	$12.50	$25.00	$50.00	1,185.68
$1.40	$2.80	$7.00	$14.00	$28.00	$56.00	61,728.40
$1.50	$3.00	$7.50	$15.00	$30.00	$60.00	1,133.92
$1.55	$3.10	$7.75	$15.50	$31.00	$62.00	68,965.52
$1.65	$3.30	$8.25	$16.50	$33.00	$66.00	28,089.89
$1.75	$3.50	$8.75	$17.50	$35.00	$70.00	26,315.79
$2.00	$4.00	$10.00	$20.00	$40.00	$80.00	2,351.83
$2.50	$5.00	$12.50	$25.00	$50.00	$100.00	1,428.57
$2.60	$5.20	$13.00	$26.00	$52.00	$104.00	28,490.03
$2.85	$5.70	$14.25	$28.50	$57.00	$114.00	36,764.71
$3.75	$7.50	$18.75	$37.50	$75.00	$150.00	1,701.26
$4.10	$8.20	$20.50	$41.00	$82.00	$164.00	41,841.00
$4.20	$8.40	$21.00	$42.00	$84.00	$168.00	40,322.58
$4.25	$8.50	$21.25	$42.50	$85.00	$170.00	28,735.63
$4.50	$9.00	$22.50	$45.00	$90.00	$180.00	12,706.48
$4.75	$9.50	$23.75	$47.50	$95.00	$190.00	23,364.49
$5.00	$10.00	$25.00	$50.00	$100.00	$200.00	3,750.94
$5.75	$11.50	$28.75	$57.50	$115.00	$230.00	26,455.03
$5.80	$11.60	$29.00	$58.00	$116.00	$232.00	45,454.55
$6.25	$12.50	$31.25	$62.50	$125.00	$250.00	19,267.82
$6.30	$12.60	$31.50	$63.00	$126.00	$252.00	30,959.75
$6.60	$13.20	$33.00	$66.00	$132.00	$264.00	40,000.00
$6.85	$13.70	$34.25	$68.50	$137.00	$274.00	50,000.00
$7.00	$14.00	$35.00	$70.00	$140.00	$280.00	27,700.83
$7.25	$14.50	$36.25	$72.50	$145.00	$290.00	50,000.00
$7.50	$15.00	$37.50	$75.00	$150.00	$300.00	8,110.30
