$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	25
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	28.57
$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	$30.00	40
$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	$24.00	$40.00	133.33
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	16.67
$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	57.14
$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	$42.00	$70.00	57.14
$0.80	$1.60	$3.20	$8.00	$16.00	$32.00	$48.00	$80.00	181.82
$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	$54.00	$90.00	333.39
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	86.21
$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	$110.00	400
$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	$72.00	$120.00	666.67
$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	$78.00	$130.00	2,570.69
$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	$84.00	$140.00	2,026.34
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	507.23
$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	$96.00	$160.00	3,355.70
$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	$102.00	$170.00	3,355.70
$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	$108.00	$180.00	3,355.70
$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	$114.00	$190.00	3,355.70
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	3,355.70
$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	$126.00	$210.00	3,361.34
$2.20	$4.40	$8.80	$22.00	$44.00	$88.00	$132.00	$220.00	3,355.70
$2.30	$4.60	$9.20	$23.00	$46.00	$92.00	$138.00	$230.00	3,355.70
$2.40	$4.80	$9.60	$24.00	$48.00	$96.00	$144.00	$240.00	3,355.70
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	3,355.70
$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	$260.00	3,355.70
$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	$162.00	$270.00	3,355.70
$2.80	$5.60	$11.20	$28.00	$56.00	$112.00	$168.00	$280.00	3,355.70
$2.90	$5.80	$11.60	$29.00	$58.00	$116.00	$174.00	$290.00	3,355.70
$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	$300.00	3,355.70
$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	$186.00	$310.00	3,355.70
$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	$192.00	$320.00	3,355.70
$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	$198.00	$330.00	3,355.70
$3.40	$6.80	$13.60	$34.00	$68.00	$136.00	$204.00	$340.00	3,355.70
$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	$350.00	1,554.00
$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	$216.00	$360.00	2,515.72
$3.70	$7.40	$14.80	$37.00	$74.00	$148.00	$222.00	$370.00	2,515.72
$3.80	$7.60	$15.20	$38.00	$76.00	$152.00	$228.00	$380.00	2,515.72
$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	$234.00	$390.00	2,515.72
$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	$400.00	6,666.67
