$0.05	$0.10	$0.25	$0.50	$1.00	$2.00	
$0.25	$0.50	$1.25	$2.50	$5.00	$10.00	185.19
$0.50	$1.00	$2.50	$5.00	$10.00	$20.00	285.71
$0.75	$1.50	$3.75	$7.50	$15.00	$30.00	400
$1.00	$2.00	$5.00	$10.00	$20.00	$40.00	666.67
$1.50	$3.00	$7.50	$15.00	$30.00	$60.00	1,000.00
$2.00	$4.00	$10.00	$20.00	$40.00	$80.00	1,333.33
$2.50	$5.00	$12.50	$25.00	$50.00	$100.00	2,469.14
$3.75	$7.50	$18.75	$37.50	$75.00	$150.00	5,000.00
$5.00	$10.00	$25.00	$50.00	$100.00	$200.00	4,761.90
$7.50	$15.00	$37.50	$75.00	$150.00	$300.00	20,000.00
$10.00	$20.00	$50.00	$100.00	$200.00	$400.00	4,347.83
$15.00	$30.00	$75.00	$150.00	$300.00	$600.00	14,285.71
$20.00	$40.00	$100.00	$200.00	$400.00	$800.00	3,571.43
$25.00	$50.00	$125.00	$250.00	$500.00	$1,000.00	3,159.56
$50.00	$100.00	$250.00	$500.00	$1,000.00	$2,000.00	7,407.41
$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$4,000.00	20,000.00
$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$8,000.00	166,666.67
$250.00	$500.00	$1,250.00	$2,500.00	$5,000.00	$10,000.00	666,666.67
$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$20,000.00	1,000,000.00
$1,500.00	$3,000.00	$7,500.00	$15,000.00	$30,000.00	$60,000.00	10,000,000.00
