$0.10	$0.20	$0.50	$1.00	$2.00	
$0.10	$0.20	$0.50	$1.00	$2.00	204.71
$0.15	$0.30	$0.75	$1.50	$3.00	204.71
$0.20	$0.40	$1.00	$2.00	$4.00	204.71
$0.25	$0.50	$1.25	$2.50	$5.00	204.71
$0.30	$0.60	$1.50	$3.00	$6.00	255.76
$0.35	$0.70	$1.75	$3.50	$7.00	255.75
$0.40	$0.80	$2.00	$4.00	$8.00	255.75
$0.45	$0.90	$2.25	$4.50	$9.00	409.84
$0.50	$1.00	$2.50	$5.00	$10.00	409.84
$0.60	$1.20	$3.00	$6.00	$12.00	512.82
$0.60	$1.20	$3.00	$6.00	$12.00	5,128.20
$0.65	$1.30	$3.25	$6.50	$13.00	1,025.64
$0.65	$1.30	$3.25	$6.50	$13.00	5,128.20
$0.70	$1.40	$3.50	$7.00	$14.00	1,025.64
$0.70	$1.40	$3.50	$7.00	$14.00	5,128.20
$0.75	$1.50	$3.75	$7.50	$15.00	5,128.20
$0.80	$1.60	$4.00	$8.00	$16.00	1,025.64
$0.80	$1.60	$4.00	$8.00	$16.00	5,128.20
$0.85	$1.70	$4.25	$8.50	$17.00	5,128.20
$0.90	$1.80	$4.50	$9.00	$18.00	5,128.20
$0.95	$1.90	$4.75	$9.50	$19.00	5,128.20
$1.00	$2.00	$5.00	$10.00	$20.00	2,045.83
$1.00	$2.00	$5.00	$10.00	$20.00	2,564.10
$1.05	$2.10	$5.25	$10.50	$21.00	2,564.10
$1.10	$2.20	$5.50	$11.00	$22.00	2,045.83
$1.10	$2.20	$5.50	$11.00	$22.00	2,564.10
$1.15	$2.30	$5.75	$11.50	$23.00	2,045.83
$1.15	$2.30	$5.75	$11.50	$23.00	2,564.10
$1.20	$2.40	$6.00	$12.00	$24.00	2,045.83
$1.20	$2.40	$6.00	$12.00	$24.00	2,564.10
$1.25	$2.50	$6.25	$12.50	$25.00	2,564.10
$1.30	$2.60	$6.50	$13.00	$26.00	2,045.83
$1.30	$2.60	$6.50	$13.00	$26.00	2,564.10
$1.35	$2.70	$6.75	$13.50	$27.00	2,045.83
$1.40	$2.80	$7.00	$14.00	$28.00	2,045.83
$1.45	$2.90	$7.25	$14.50	$29.00	2,045.83
$1.50	$3.00	$7.50	$15.00	$30.00	5,128.20
$1.50	$3.00	$7.50	$15.00	$30.00	1,704.74
$1.55	$3.10	$7.75	$15.50	$31.00	2,564.10
$1.60	$3.20	$8.00	$16.00	$32.00	2,564.10
$1.60	$3.20	$8.00	$16.00	$32.00	68,965.51
$1.65	$3.30	$8.25	$16.50	$33.00	2,564.10
$1.65	$3.30	$8.25	$16.50	$33.00	68,965.51
$1.70	$3.40	$8.50	$17.00	$34.00	5,128.20
$1.70	$3.40	$8.50	$17.00	$34.00	68,965.51
$1.75	$3.50	$8.75	$17.50	$35.00	5,128.20
$1.75	$3.50	$8.75	$17.50	$35.00	68,965.51
$1.80	$3.60	$9.00	$18.00	$36.00	5,128.20
$1.80	$3.60	$9.00	$18.00	$36.00	68,965.51
$1.85	$3.70	$9.25	$18.50	$37.00	22,222.22
$1.85	$3.70	$9.25	$18.50	$37.00	68,965.51
$1.90	$3.80	$9.50	$19.00	$38.00	22,222.22
$1.90	$3.80	$9.50	$19.00	$38.00	79,999.99
$1.95	$3.90	$9.75	$19.50	$39.00	22,222.22
$1.95	$3.90	$9.75	$19.50	$39.00	79,999.99
$2.00	$4.00	$10.00	$20.00	$40.00	5,128.20
$2.00	$4.00	$10.00	$20.00	$40.00	22,222.22
$2.00	$4.00	$10.00	$20.00	$40.00	79,999.99
$2.05	$4.10	$10.25	$20.50	$41.00	111,111.10
$2.05	$4.10	$10.25	$20.50	$41.00	79,999.99
$2.10	$4.20	$10.50	$21.00	$42.00	5,128.20
$2.10	$4.20	$10.50	$21.00	$42.00	111,111.10
$2.10	$4.20	$10.50	$21.00	$42.00	79,999.99
$2.15	$4.30	$10.75	$21.50	$43.00	22,222.22
$2.15	$4.30	$10.75	$21.50	$43.00	111,111.10
$2.15	$4.30	$10.75	$21.50	$43.00	79,999.99
$2.20	$4.40	$11.00	$22.00	$44.00	22,222.22
$2.20	$4.40	$11.00	$22.00	$44.00	111,111.10
$2.20	$4.40	$11.00	$22.00	$44.00	79,999.99
$2.25	$4.50	$11.25	$22.50	$45.00	111,111.10
$2.25	$4.50	$11.25	$22.50	$45.00	105,263.15
$2.30	$4.60	$11.50	$23.00	$46.00	22,222.22
$2.30	$4.60	$11.50	$23.00	$46.00	111,111.10
$2.30	$4.60	$11.50	$23.00	$46.00	105,263.15
$2.35	$4.70	$11.75	$23.50	$47.00	111,111.10
$2.35	$4.70	$11.75	$23.50	$47.00	105,263.15
$2.40	$4.80	$12.00	$24.00	$48.00	111,111.10
$2.40	$4.80	$12.00	$24.00	$48.00	105,263.15
$2.45	$4.90	$12.25	$24.50	$49.00	111,111.10
$2.45	$4.90	$12.25	$24.50	$49.00	105,263.15
$2.50	$5.00	$12.50	$25.00	$50.00	22,271.71
$2.50	$5.00	$12.50	$25.00	$50.00	111,111.10
$2.50	$5.00	$12.50	$25.00	$50.00	105,263.15
$2.50	$5.00	$12.50	$25.00	$50.00	12,500.00
$2.55	$5.10	$12.75	$25.50	$51.00	111,111.10
$2.55	$5.10	$12.75	$25.50	$51.00	105,263.15
$2.60	$5.20	$13.00	$26.00	$52.00	111,111.10
$2.60	$5.20	$13.00	$26.00	$52.00	105,263.15
$2.65	$5.30	$13.25	$26.50	$53.00	111,111.10
$2.65	$5.30	$13.25	$26.50	$53.00	40,816.32
$2.70	$5.40	$13.50	$27.00	$54.00	111,111.10
$2.70	$5.40	$13.50	$27.00	$54.00	40,816.32
$2.75	$5.50	$13.75	$27.50	$55.00	111,111.10
$2.75	$5.50	$13.75	$27.50	$55.00	40,816.32
$2.80	$5.60	$14.00	$28.00	$56.00	111,111.10
$2.80	$5.60	$14.00	$28.00	$56.00	40,816.32
$2.85	$5.70	$14.25	$28.50	$57.00	111,111.10
$2.85	$5.70	$14.25	$28.50	$57.00	40,816.32
$2.90	$5.80	$14.50	$29.00	$58.00	111,111.10
$2.90	$5.80	$14.50	$29.00	$58.00	40,816.32
$2.95	$5.90	$14.75	$29.50	$59.00	111,111.10
$2.95	$5.90	$14.75	$29.50	$59.00	40,816.32
$3.00	$6.00	$15.00	$30.00	$60.00	22,222.22
$3.00	$6.00	$15.00	$30.00	$60.00	111,111.10
$3.00	$6.00	$15.00	$30.00	$60.00	40,816.32
$3.00	$6.00	$15.00	$30.00	$60.00	21,739.13
$3.40	$6.80	$17.00	$34.00	$68.00	111,111.10
$3.40	$6.80	$17.00	$34.00	$68.00	40,816.32
$3.50	$7.00	$17.50	$35.00	$70.00	111,111.10
$3.50	$7.00	$17.50	$35.00	$70.00	40,816.32
$3.60	$7.20	$18.00	$36.00	$72.00	111,111.10
$3.60	$7.20	$18.00	$36.00	$72.00	40,816.32
$3.65	$7.30	$18.25	$36.50	$73.00	111,111.10
$3.65	$7.30	$18.25	$36.50	$73.00	40,816.32
$3.70	$7.40	$18.50	$37.00	$74.00	111,111.10
$3.70	$7.40	$18.50	$37.00	$74.00	40,816.32
$4.00	$8.00	$20.00	$40.00	$80.00	111,111.10
$4.00	$8.00	$20.00	$40.00	$80.00	40,816.32
$4.10	$8.20	$20.50	$41.00	$82.00	111,111.10
$4.10	$8.20	$20.50	$41.00	$82.00	40,816.32
$4.15	$8.30	$20.75	$41.50	$83.00	111,111.10
$4.15	$8.30	$20.75	$41.50	$83.00	40,816.32
$4.20	$8.40	$21.00	$42.00	$84.00	111,111.10
$4.20	$8.40	$21.00	$42.00	$84.00	40,816.32
$4.25	$8.50	$21.25	$42.50	$85.00	111,111.10
$4.25	$8.50	$21.25	$42.50	$85.00	40,816.32
$4.35	$8.70	$21.75	$43.50	$87.00	111,111.10
$4.35	$8.70	$21.75	$43.50	$87.00	40,816.32
$4.40	$8.80	$22.00	$44.00	$88.00	111,111.10
$4.40	$8.80	$22.00	$44.00	$88.00	40,816.32
$4.45	$8.90	$22.25	$44.50	$89.00	111,111.10
$4.45	$8.90	$22.25	$44.50	$89.00	40,816.32
$4.50	$9.00	$22.50	$45.00	$90.00	111,111.10
$4.50	$9.00	$22.50	$45.00	$90.00	40,816.32
$4.60	$9.20	$23.00	$46.00	$92.00	111,111.10
$4.60	$9.20	$23.00	$46.00	$92.00	40,816.32
$4.65	$9.30	$23.25	$46.50	$93.00	111,111.10
$4.65	$9.30	$23.25	$46.50	$93.00	25,510.20
