$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	
$0.02	$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	49.98
$0.04	$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	50
$0.06	$0.12	$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	40
$0.08	$0.16	$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	$24.00	40
$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	33.33
$0.12	$0.24	$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	66.67
$0.14	$0.28	$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	$42.00	66.67
$0.16	$0.32	$0.80	$1.60	$3.20	$8.00	$16.00	$32.00	$48.00	100
$0.18	$0.36	$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	$54.00	100
$0.20	$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	100
$0.22	$0.44	$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	152.67
$0.24	$0.48	$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	$72.00	152.67
$0.26	$0.52	$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	$78.00	327.87
$0.28	$0.56	$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	$84.00	282.93
$0.30	$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	322.58
$0.32	$0.64	$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	$96.00	384.62
$0.34	$0.68	$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	$102.00	454.55
$0.36	$0.72	$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	$108.00	1,428.57
$0.38	$0.76	$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	$114.00	1,408.45
$0.40	$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	1,162.79
$0.42	$0.84	$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	$126.00	2,777.78
$0.44	$0.88	$2.20	$4.40	$8.80	$22.00	$44.00	$88.00	$132.00	1,219.51
$0.46	$0.92	$2.30	$4.60	$9.20	$23.00	$46.00	$92.00	$138.00	1,219.51
$0.48	$0.96	$2.40	$4.80	$9.60	$24.00	$48.00	$96.00	$144.00	1,219.51
$0.50	$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	787.4
$0.52	$1.04	$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	3,125.00
$0.54	$1.08	$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	$162.00	3,571.43
$0.56	$1.12	$2.80	$5.60	$11.20	$28.00	$56.00	$112.00	$168.00	3,571.43
$0.58	$1.16	$2.90	$5.80	$11.60	$29.00	$58.00	$116.00	$174.00	3,571.43
$0.60	$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	1,724.14
$0.62	$1.24	$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	$186.00	3,571.43
$0.64	$1.28	$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	$192.00	7,692.31
$0.66	$1.32	$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	$198.00	7,692.31
$0.68	$1.36	$3.40	$6.80	$13.60	$34.00	$68.00	$136.00	$204.00	7,692.31
$0.70	$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	854.7
$0.72	$1.44	$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	$216.00	1,492.54
$0.74	$1.48	$3.70	$7.40	$14.80	$37.00	$74.00	$148.00	$222.00	1,612.90
$0.76	$1.52	$3.80	$7.60	$15.20	$38.00	$76.00	$152.00	$228.00	1,492.54
$0.78	$1.56	$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	$234.00	5,882.35
