$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	
$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	250
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	320.51
$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	543.48
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	529.1
$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	746.27
$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	4,000.00
$0.35	$0.70	$1.40	$3.50	$7.00	$14.00	10,000.00
$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	5,263.16
$0.45	$0.90	$1.80	$4.50	$9.00	$18.00	5,882.35
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	980.39
$0.55	$1.10	$2.20	$5.50	$11.00	$22.00	5,000.00
$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	1,923.08
$0.65	$1.30	$2.60	$6.50	$13.00	$26.00	2,000.00
$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	2,500.00
$0.75	$1.50	$3.00	$7.50	$15.00	$30.00	1,111.11
$0.85	$1.70	$3.40	$8.50	$17.00	$34.00	3,333.33
$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	2,500.00
$0.95	$1.90	$3.80	$9.50	$19.00	$38.00	10,000.00
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	1,086.96
$1.05	$2.10	$4.20	$10.50	$21.00	$42.00	50,000.00
$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	16,666.67
$1.15	$2.30	$4.60	$11.50	$23.00	$46.00	8,333.33
$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	12,500.00
$1.25	$2.50	$5.00	$12.50	$25.00	$50.00	3,846.15
$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	50,000.00
$1.35	$2.70	$5.40	$13.50	$27.00	$54.00	33,333.33
$1.45	$2.90	$5.80	$14.50	$29.00	$58.00	33,333.33
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	2,325.58
$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	8,333.33
$1.65	$3.30	$6.60	$16.50	$33.00	$66.00	6,250.00
$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	1,333.33
$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	25,000.00
$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	25,000.00
$1.95	$3.90	$7.80	$19.50	$39.00	$78.00	25,000.00
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	6,250.00
$2.05	$4.10	$8.20	$20.50	$41.00	$82.00	5,000.00
$2.25	$4.50	$9.00	$22.50	$45.00	$90.00	3,571.43
$2.35	$4.70	$9.40	$23.50	$47.00	$94.00	5,000.00
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	925.93
$2.55	$5.10	$10.20	$25.50	$51.00	$102.00	5,000.00
$2.85	$5.70	$11.40	$28.50	$57.00	$114.00	5,000.00
$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	10,000.00
$3.25	$6.50	$13.00	$32.50	$65.00	$130.00	5,000.00
$3.75	$7.50	$15.00	$37.50	$75.00	$150.00	12,500.00
$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	10,000.00
$4.05	$8.10	$16.20	$40.50	$81.00	$162.00	5,000.00
$4.20	$8.40	$16.80	$42.00	$84.00	$168.00	5,000.00
$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	7,153.08
$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	12,500.00
$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	25,000.00
$6.25	$12.50	$25.00	$62.50	$125.00	$250.00	50,000.00
$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	17,857.14
$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	10,000.00
$7.75	$15.50	$31.00	$77.50	$155.00	$310.00	19,230.77
$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	17,857.14
$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	17,857.14
$9.50	$19.00	$38.00	$95.00	$190.00	$380.00	20,000.00
$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	11,627.91
$10.15	$20.30	$40.60	$101.50	$203.00	$406.00	100,000.00
$10.25	$20.50	$41.00	$102.50	$205.00	$410.00	20,000.00
