$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$30.00	
$0.01	$0.02	$0.05	$0.10	$0.20	$0.50	$1.00	$3.00	35.71
$0.02	$0.04	$0.10	$0.20	$0.40	$1.00	$2.00	$6.00	44.44
$0.03	$0.06	$0.15	$0.30	$0.60	$1.50	$3.00	$9.00	80
$0.04	$0.08	$0.20	$0.40	$0.80	$2.00	$4.00	$12.00	80
$0.05	$0.10	$0.25	$0.50	$1.00	$2.50	$5.00	$15.00	142.86
$0.07	$0.14	$0.35	$0.70	$1.40	$3.50	$7.00	$21.00	400
$0.10	$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	$30.00	56.8
$0.12	$0.24	$0.60	$1.20	$2.40	$6.00	$12.00	$36.00	142.86
$0.14	$0.28	$0.70	$1.40	$2.80	$7.00	$14.00	$42.00	500
$0.15	$0.30	$0.75	$1.50	$3.00	$7.50	$15.00	$45.00	102.56
$0.16	$0.32	$0.80	$1.60	$3.20	$8.00	$16.00	$48.00	333.33
$0.17	$0.34	$0.85	$1.70	$3.40	$8.50	$17.00	$51.00	1,000.00
$0.18	$0.36	$0.90	$1.80	$3.60	$9.00	$18.00	$54.00	666.67
$0.19	$0.38	$0.95	$1.90	$3.80	$9.50	$19.00	$57.00	1,000.00
$0.20	$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	$60.00	50
$0.24	$0.48	$1.20	$2.40	$4.80	$12.00	$24.00	$72.00	293.69
$0.25	$0.50	$1.25	$2.50	$5.00	$12.50	$25.00	$75.00	1,000.00
$0.26	$0.52	$1.30	$2.60	$5.20	$13.00	$26.00	$78.00	1,000.00
$0.27	$0.54	$1.35	$2.70	$5.40	$13.50	$27.00	$81.00	400
$0.30	$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	$90.00	200
$0.32	$0.64	$1.60	$3.20	$6.40	$16.00	$32.00	$96.00	2,000.00
$0.35	$0.70	$1.75	$3.50	$7.00	$17.50	$35.00	$105.00	1,333.33
$0.38	$0.76	$1.90	$3.80	$7.60	$19.00	$38.00	$114.00	4,000.00
$0.39	$0.78	$1.95	$3.90	$7.80	$19.50	$39.00	$117.00	4,000.00
$0.40	$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	$120.00	1,333.33
$0.44	$0.88	$2.20	$4.40	$8.80	$22.00	$44.00	$132.00	4,000.00
$0.47	$0.94	$2.35	$4.70	$9.40	$23.50	$47.00	$141.00	4,000.00
$0.50	$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	$150.00	269.54
$0.53	$1.06	$2.65	$5.30	$10.60	$26.50	$53.00	$159.00	4,000.00
$0.55	$1.10	$2.75	$5.50	$11.00	$27.50	$55.00	$165.00	4,000.00
$0.56	$1.12	$2.80	$5.60	$11.20	$28.00	$56.00	$168.00	4,000.00
$0.60	$1.20	$3.00	$6.00	$12.00	$30.00	$60.00	$180.00	250
$0.61	$1.22	$3.05	$6.10	$12.20	$30.50	$61.00	$183.00	2,000.00
$0.65	$1.30	$3.25	$6.50	$13.00	$32.50	$65.00	$195.00	5,000.00
$0.66	$1.32	$3.30	$6.60	$13.20	$33.00	$66.00	$198.00	10,000.00
$0.67	$1.34	$3.35	$6.70	$13.40	$33.50	$67.00	$201.00	1,666.67
$0.68	$1.36	$3.40	$6.80	$13.60	$34.00	$68.00	$204.00	10,000.00
$0.70	$1.40	$3.50	$7.00	$14.00	$35.00	$70.00	$210.00	10,000.00
$0.72	$1.44	$3.60	$7.20	$14.40	$36.00	$72.00	$216.00	10,000.00
$0.74	$1.48	$3.70	$7.40	$14.80	$37.00	$74.00	$222.00	5,000.00
$0.75	$1.50	$3.75	$7.50	$15.00	$37.50	$75.00	$225.00	1,000.00
$0.77	$1.54	$3.85	$7.70	$15.40	$38.50	$77.00	$231.00	10,000.00
$0.80	$1.60	$4.00	$8.00	$16.00	$40.00	$80.00	$240.00	253.16
$0.82	$1.64	$4.10	$8.20	$16.40	$41.00	$82.00	$246.00	10,000.00
