$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	
$0.20	$0.50	$1.00	$2.00	$3.00	$5.00	32.26
$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	38.46
$0.60	$1.50	$3.00	$6.00	$9.00	$15.00	66.67
$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	200
$1.00	$2.50	$5.00	$10.00	$15.00	$25.00	50.63
$1.20	$3.00	$6.00	$12.00	$18.00	$30.00	500
$1.40	$3.50	$7.00	$14.00	$21.00	$35.00	1,000.00
$1.60	$4.00	$8.00	$16.00	$24.00	$40.00	500
$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	21.03
$2.20	$5.50	$11.00	$22.00	$33.00	$55.00	62.5
$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	55.56
$2.60	$6.50	$13.00	$26.00	$39.00	$65.00	333.33
$2.80	$7.00	$14.00	$28.00	$42.00	$70.00	500
$3.00	$7.50	$15.00	$30.00	$45.00	$75.00	47.62
$3.60	$9.00	$18.00	$36.00	$54.00	$90.00	2,000.00
$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	42.55
$4.20	$10.50	$21.00	$42.00	$63.00	$105.00	4,000.00
$4.40	$11.00	$22.00	$44.00	$66.00	$110.00	4,000.00
$4.60	$11.50	$23.00	$46.00	$69.00	$115.00	4,000.00
$4.80	$12.00	$24.00	$48.00	$72.00	$120.00	4,000.00
$5.00	$12.50	$25.00	$50.00	$75.00	$125.00	1,000.00
$5.20	$13.00	$26.00	$52.00	$78.00	$130.00	4,000.00
$5.40	$13.50	$27.00	$54.00	$81.00	$135.00	2,000.00
$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	338.98
$6.80	$17.00	$34.00	$68.00	$102.00	$170.00	6,666.67
$7.00	$17.50	$35.00	$70.00	$105.00	$175.00	6,666.67
$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	5,000.00
$9.80	$24.50	$49.00	$98.00	$147.00	$245.00	10,000.00
$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	296.3
$10.20	$25.50	$51.00	$102.00	$153.00	$255.00	4,000.00
$11.00	$27.50	$55.00	$110.00	$165.00	$275.00	4,000.00
